policy,task_id,sample_index,difficulty,passed,why_not,thinking_tokens,total_new_tokens,hit_limit
thinking_on,Mbpp/741,2,easy,False,"AssertionError: out: False, exp: True",478,519,False
thinking_on,Mbpp/744,2,easy,True,,352,377,False
thinking_on,Mbpp/745,2,easy,False,ZeroDivisionError: integer modulo by zero,1634,1759,False
thinking_on,Mbpp/753,2,easy,True,,633,764,False
thinking_on,Mbpp/754,2,easy,True,,647,730,False
thinking_on,Mbpp/758,2,easy,False,NameError: name 'unique_sublists' is not defined,443,485,False
thinking_on,Mbpp/760,2,easy,True,,405,442,False
thinking_on,Mbpp/775,2,easy,True,,652,701,False
thinking_on,Mbpp/780,2,easy,False,NameError: name 'find_combinations' is not defined,4096,4096,True
thinking_on,Mbpp/784,2,easy,False,NameError: name 'mul_even_odd' is not defined,4096,4096,True
thinking_on,Mbpp/79,2,easy,False,NameError: name 'word_len' is not defined,4096,4096,True
thinking_on,Mbpp/790,2,easy,False,"AssertionError: out: True, exp: False",607,656,False
thinking_on,Mbpp/793,2,easy,True,,882,1132,False
thinking_on,Mbpp/798,2,easy,True,,161,180,False
thinking_on,Mbpp/8,2,easy,True,,216,242,False
thinking_on,Mbpp/807,2,easy,True,,400,439,False
thinking_on,Mbpp/808,2,easy,True,,3439,3460,False
thinking_on,Mbpp/82,2,easy,True,,347,378,False
thinking_on,Mbpp/84,2,easy,False,NameError: name 'sequence' is not defined,4093,4093,True
thinking_on,Mbpp/85,2,easy,True,,598,628,False
thinking_on,Mbpp/93,2,easy,True,,172,192,False
thinking_on,Mbpp/96,2,easy,True,,615,701,False
thinking_on,Mbpp/118,3,easy,True,,411,453,False
thinking_on,Mbpp/119,3,easy,False,NameError: name 'search' is not defined,4096,4096,True
thinking_on,Mbpp/12,3,easy,True,,1052,1158,False
thinking_on,Mbpp/126,3,easy,False,TypeError: 'int' object is not iterable,1335,1427,False
thinking_on,Mbpp/130,3,easy,True,,2218,2272,False
thinking_on,Mbpp/133,3,easy,True,,391,467,False
thinking_on,Mbpp/137,3,easy,False,NameError: name 'zero_count' is not defined,687,767,False
thinking_on,Mbpp/14,3,easy,True,,414,445,False
thinking_on,Mbpp/140,3,easy,True,,588,632,False
thinking_on,Mbpp/145,3,easy,True,,226,263,False
thinking_on,Mbpp/16,3,easy,False,NameError: name 'text_lowercase_underscore' is not defined,4096,4096,True
thinking_on,Mbpp/161,3,easy,True,,2969,3001,False
thinking_on,Mbpp/170,3,easy,False,NameError: name 'sum_range_list' is not defined,4093,4093,True
thinking_on,Mbpp/171,3,easy,True,,161,184,False
thinking_on,Mbpp/222,3,easy,False,NameError: name 'check_type' is not defined,4096,4096,True
thinking_on,Mbpp/224,3,easy,True,,502,570,False
thinking_on,Mbpp/227,3,easy,True,,1931,1959,False
thinking_on,Mbpp/233,3,easy,False,NameError: name 'lateralsuface_cylinder' is not defined,4096,4096,True
thinking_on,Mbpp/234,3,easy,True,,1228,1248,False
thinking_on,Mbpp/237,3,easy,False,NameError: name 'check_occurences' is not defined,4096,4096,True
thinking_on,Mbpp/244,3,easy,False,NameError: name 'next_Perfect_Square' is not defined,4096,4096,True
thinking_on,Mbpp/252,3,easy,True,,555,583,False
thinking_on,Mbpp/265,3,easy,False,"AssertionError: out: [['a', 'b', 'c'], ['d', 'e', 'f'], ['g', 'h', 'i'], ['j', 'k', 'l'], ['m', 'n']], exp: [['a', 'd', 'g', 'j', 'm'], ['b', 'e', 'h', 'k', 'n'], ['c', 'f', 'i', 'l']]",828,877,False
thinking_on,Mbpp/272,3,easy,False,NameError: name 'rear_extract' is not defined,4096,4096,True
thinking_on,Mbpp/280,3,easy,True,,314,364,False
thinking_on,Mbpp/294,3,easy,False,NameError: name 'max_val' is not defined,4096,4096,True
thinking_on,Mbpp/309,3,easy,True,,2286,2308,False
thinking_on,Mbpp/311,3,easy,False,"AssertionError: out: 26, exp: 14",3180,3239,False
thinking_on,Mbpp/391,3,easy,False,IndexError: list index out of range,1192,1267,False
thinking_on,Mbpp/405,3,easy,True,,261,297,False
thinking_on,Mbpp/406,3,easy,False,NameError: name 'find_Parity' is not defined,4096,4096,True
thinking_on,Mbpp/409,3,easy,False,NameError: name 'min_product_tuple' is not defined,4096,4096,True
thinking_on,Mbpp/412,3,easy,True,,1295,1326,False
thinking_on,Mbpp/414,3,easy,True,,399,429,False
thinking_on,Mbpp/418,3,easy,True,,491,643,False
thinking_on,Mbpp/420,3,easy,True,,993,1029,False
thinking_on,Mbpp/424,3,easy,True,,655,683,False
thinking_on,Mbpp/426,3,easy,False,NameError: name 'filter_oddnumbers' is not defined,4090,4095,True
thinking_on,Mbpp/428,3,easy,True,,712,831,False
thinking_on,Mbpp/447,3,easy,True,,334,360,False
thinking_on,Mbpp/455,3,easy,True,,934,1066,False
thinking_on,Mbpp/459,3,easy,False,NameError: name 'remove_uppercase' is not defined,4096,4096,True
thinking_on,Mbpp/460,3,easy,False,NameError: name 'Extract' is not defined,4096,4096,True
thinking_on,Mbpp/462,3,easy,False,IndexError: list index out of range,832,4096,True
thinking_on,Mbpp/470,3,easy,False,NameError: name 'add_pairwise' is not defined,4096,4096,True
thinking_on,Mbpp/472,3,easy,True,,758,830,False
thinking_on,Mbpp/475,3,easy,True,,588,619,False
thinking_on,Mbpp/476,3,easy,True,,115,149,False
thinking_on,Mbpp/477,3,easy,False,NameError: name 'is_lower' is not defined,4096,4096,True
thinking_on,Mbpp/479,3,easy,True,,776,825,False
thinking_on,Mbpp/559,3,easy,False,ValueError: List cannot be empty,1983,2233,False
thinking_on,Mbpp/569,3,easy,True,,535,562,False
thinking_on,Mbpp/573,3,easy,True,,462,506,False
thinking_on,Mbpp/577,3,easy,False,TypeError: 'float' object cannot be interpreted as an integer,1899,1979,False
thinking_on,Mbpp/580,3,easy,False,NameError: name 'extract_even' is not defined,4096,4096,True
thinking_on,Mbpp/585,3,easy,True,,458,513,False
thinking_on,Mbpp/59,3,easy,False,NameError: name 'is_octagonal' is not defined,4096,4096,True
thinking_on,Mbpp/591,3,easy,False,TypeError: unsupported operand type(s) for +: 'int' and 'list',452,498,False
thinking_on,Mbpp/599,3,easy,False,NameError: name 'sum_average' is not defined,4096,4096,True
thinking_on,Mbpp/603,3,easy,False,SyntaxError: '(' was never closed,3984,4096,True
thinking_on,Mbpp/604,3,easy,False,NameError: name 'reverse_words' is not defined,4096,4096,True
thinking_on,Mbpp/606,3,easy,True,,180,210,False
thinking_on,Mbpp/612,3,easy,False,NameError: name 'merge' is not defined,4096,4096,True
thinking_on,Mbpp/616,3,easy,True,,303,340,False
thinking_on,Mbpp/629,3,easy,True,,471,521,False
thinking_on,Mbpp/632,3,easy,False,NameError: name 'move_zero' is not defined. Did you mean: 'move_zeroes'?,596,653,False
thinking_on,Mbpp/633,3,easy,False,"AssertionError: out: 235, exp: 202",3777,3859,False
thinking_on,Mbpp/66,3,easy,True,,250,294,False
thinking_on,Mbpp/67,3,easy,False,"AssertionError: out: 1, exp: 2",3259,3463,False
thinking_on,Mbpp/68,3,easy,False,NameError: name 'is_Monotonic' is not defined,4096,4096,True
thinking_on,Mbpp/721,3,easy,False,NameError: name 'maxAverageOfPath' is not defined,4096,4096,True
thinking_on,Mbpp/723,3,easy,False,NameError: name 'count_same_pair' is not defined,4096,4096,True
thinking_on,Mbpp/725,3,easy,False,NameError: name 'extract_quotation' is not defined,4096,4096,True
thinking_on,Mbpp/728,3,easy,True,,1448,1480,False
thinking_on,Mbpp/732,3,easy,False,NameError: name 'replace_specialchar' is not defined,4095,4095,True
thinking_on,Mbpp/733,3,easy,False,NameError: name 'find_first_occurrence' is not defined,4096,4096,True
thinking_on,Mbpp/735,3,easy,False,TypeError: unsupported operand type(s) for ^: 'str' and 'str',731,4096,True
thinking_on,Mbpp/736,3,easy,True,,483,562,False
thinking_on,Mbpp/741,3,easy,True,,538,612,False
thinking_on,Mbpp/744,3,easy,True,,362,381,False
thinking_on,Mbpp/745,3,easy,False,NameError: name 'divisible_by_digits' is not defined,4096,4096,True
thinking_on,Mbpp/753,3,easy,True,,1145,1217,False
thinking_on,Mbpp/754,3,easy,False,NameError: name 'extract_index_list' is not defined,4096,4096,True
thinking_on,Mbpp/758,3,easy,False,NameError: name 'unique_sublists' is not defined,655,720,False
thinking_on,Mbpp/760,3,easy,True,,273,296,False
thinking_on,Mbpp/775,3,easy,False,"AssertionError: out: False, exp: True",563,621,False
thinking_on,Mbpp/780,3,easy,False,NameError: name 'find_combinations' is not defined,4096,4096,True
thinking_on,Mbpp/784,3,easy,False,NameError: name 'mul_even_odd' is not defined,4096,4096,True
thinking_on,Mbpp/79,3,easy,False,NameError: name 'word_len' is not defined,249,276,False
thinking_on,Mbpp/790,3,easy,False,"AssertionError: out: True, exp: False",589,672,False
thinking_on,Mbpp/793,3,easy,False,NameError: name 'last' is not defined. Did you mean: 'list'?,4096,4096,True
thinking_on,Mbpp/798,3,easy,True,,108,190,False
thinking_on,Mbpp/8,3,easy,True,,2287,2313,False
thinking_on,Mbpp/807,3,easy,False,NameError: name 'first_odd' is not defined,4096,4096,True
thinking_on,Mbpp/808,3,easy,True,,177,275,False
thinking_on,Mbpp/82,3,easy,True,,296,366,False
thinking_on,Mbpp/84,3,easy,False,NameError: name 'sequence' is not defined,4096,4096,True
thinking_on,Mbpp/85,3,easy,False,NameError: name 'surfacearea_sphere' is not defined,4096,4096,True
thinking_on,Mbpp/93,3,easy,True,,200,233,False
thinking_on,Mbpp/96,3,easy,True,,636,688,False
